,0,1,2,3,4,5
1756-6606,1743.2666666666667,1607.078,,1669.0949999999998,1661.425,1894.48
1478-6354,1839.0490000000002,2132.830416666667,2060.05,2029.4192857142857,2200.23625,2033.4533333333331
1465-5411,2084.74,2220.8028571428576,2133.5414285714282,1944.18375,2680.7233333333334,2278.0
1759-8753,1786.42,1634.7150000000001,1745.0,1800.0,1768.3125,
2046-0481,1408.96,,1479.3833333333332,,,1608.88
2169-2521,,,,,,
2211-1247,4258.61625,4230.592597402598,4713.15807017544,4722.395344827585,4404.683134328358,4538.757333333333
0021-9738,3956.714,3558.5499999999997,4104.924444444445,4193.178666666667,4644.765,4128.29
2049-3002,2050.0,1746.6349999999998,1886.48,1899.24,2205.03,
1754-8403,2889.234375,3312.975454545455,3358.586153846154,3537.498125,3767.4075,3463.64
2372-0964,,,,,,
1662-5218,,1710.46,1756.6781818181814,2096.3946666666666,1678.8492307692309,2143.7784615384617
2164-5612,,632.59,,,,
1927-0585,305.16499999999996,,,,,
2214-7829,370.36,1231.9666666666665,1399.87,1267.6225,1910.416,1894.6000000000001
1687-9635,,,,,,
2090-0023,,,,,,
2090-6676,,,,437.0,,
1741-427X,1122.625,2052.7075,1994.6,,2053.96,
1472-3646,,551.6,1187.66,,1243.9099999999999,
1745-6673,1566.845,1619.954,1773.7600000000002,1686.7666666666667,1735.2775000000001,1893.12
2040-7378,1517.75,1661.24,,,,
2194-7511,1014.14,,1356.6,1661.24,1745.5049999999999,1663.03
1178-6930,,2005.54,2377.62,2165.205,1701.69,2055.59
1660-3397,1525.3116666666665,1703.6,1579.22,1613.15,1548.9166666666665,1743.068125
1999-4915,1372.7084210526316,1373.8409523809523,1325.136,1180.1206666666667,1361.574210526316,1686.395
2159-2527,,982.0,,,,
2157-7579,,,,,,
2325-7083,635.01,,,,,
1708-3087,1100.74125,1096.8457142857144,1008.2046666666666,1172.6929999999998,1128.6015384615387,1077.0466666666666
2152-7261,853.84,,,,,
2160-049X,,,,,,
1756-0381,1829.1,1572.8925,1587.7666666666667,,1591.55,
1752-153X,,,1370.23,,,
1477-5956,1579.86,,,,,
1745-6150,1764.5175,2017.6919999999998,1857.49,1582.365,1622.86,
1755-8794,1638.1633333333332,1538.25,1602.71,1445.244,1528.62,
1757-5036,,,,,,
1750-0680,672.0,985.8399999999999,958.9375,908.24,,
1471-2091,1501.2033333333331,1608.19,,,1826.55,
1471-2210,,,,,,
1755-8417,,,,,,
1472-6947,1721.77,1637.2068421052631,1703.6484615384616,1670.6466666666665,1705.3849999999998,1802.09
1744-8069,2120.975,2295.306666666667,2491.4333333333334,2687.16,2162.49,2157.55
2042-5783,,,,,,
1755-7682,262.44,,,,,
1478-7954,1666.6166666666668,1672.4366666666665,1666.114,,2076.65,
1742-6405,1561.28,1850.9099999999999,,1734.11,,
2042-1001,,,,,,
2192-2853,,,,,,
2193-9616,,,,,,
1687-6172,1010.7642857142857,1090.98,1087.834,1011.78,1383.79,1178.5166666666667
2041-2223,1769.47,,,,,
2044-5040,2757.54,,1872.875,,1754.65,1714.58
2195-7045,885.8,899.62,,,,928.0
2213-5766,,536.37,,,567.77,
1471-5945,,1710.8100000000002,,1830.52,,
2077-0375,232.12,,479.19,690.3357142857143,717.999090909091,980.15
2158-2742,889.11,,999.0,,,860.385
2160-8741,776.77,831.435,,,,
2191-5040,1195.095,771.245,,1083.4075,,1482.0
2052-1707,1750.4375,1416.605,1521.1566666666668,1460.0,,1552.4666666666665
1582-1838,2001.915,1860.7683333333334,1744.8925,2430.335,2547.0875,2674.4275
2169-8287,450.1294117647059,453.8059090909091,611.5678378378378,565.2672727272727,,
1110-7243,,,,,,
1687-4757,1395.0,,,,,
2090-0708,,595.0566666666667,908.51,,,
1687-918X,,,,,,
0928-4249,1258.175,1403.9355555555555,1452.2980000000002,1391.8375,1464.3825,1648.3
1743-7075,1605.335,1604.9099999999999,1743.8500000000001,1725.6499999999999,1899.2400000000002,
2050-6511,1306.99,1564.1066666666666,1678.7699999999998,1730.62,1562.0766666666666,1863.8600000000001
2193-7532,561.6,,,552.5,575.0,
1755-8166,1718.993333333333,1418.905,,1909.0100000000002,2002.18,
1757-4749,1805.0,1908.57,1870.68,1721.214,1886.15,1979.4420000000002
1868-7075,1826.6055555555556,1933.9225000000004,1858.248,1912.288181818182,2048.6349999999998,
2197-425X,1213.325,1228.545,1387.7099999999998,1418.3,1590.435,2018.855
2054-3085,1503.35,,1658.1950000000002,1620.084,1602.7342857142855,1456.96
2235-2988,940.5244444444444,1715.68,1889.2510416666664,2174.755833333333,2243.9411111111112,2124.0904999999993
1664-2392,1022.467391304348,1405.9060000000002,1363.2419047619046,1816.3461403508775,2149.361578947369,2122.766956521739
2073-4425,525.3860000000001,833.18,804.6464,1051.889655172414,1278.7137500000001,1498.8986842105264
1818-5487,560.0,840.0,961.8675,946.4,1365.0,1260.0
1654-661X,1523.33,2385.95,2209.3599999999997,1923.3200000000002,2091.403333333333,
1121-760X,892.5,,,1012.0,1011.5,
1178-6388,,,,,,
1991-959X,1189.0355555555554,1503.6028571428571,1869.7708333333333,1722.6473529411765,1788.3978787878787,1925.277575757576
1916-9752,270.57500000000005,,,263.64,263.92,
2169-8759,,,,,,
2166-3831,375.0,425.74000000000007,421.15,523.6,685.2975,1067.93
1110-662X,,,,,1695.81,
2073-4433,626.14,871.72,838.3315384615385,1128.498076923077,1062.5856250000002,1389.36
2162-2019,914.98,985.32,872.46,,,
2168-0450,241.84666666666666,318.58,857.61,734.0,1631.95,
1096-7508,1185.6599999999999,,1107.4,1190.0,1199.35,1250.6666666666667
0013-9998,250.0,450.0,350.0,,476.0,325.0
2306-1669,,,,,,
1873-5061,1819.52,683.6,1435.715,1396.98,1026.5418181818184,702.9514285714286
2214-109X,3013.11,5067.217142857144,4524.57375,4677.782413793103,4345.293333333333,4277.38
1748-670X,1358.5800000000002,2165.4874999999997,1777.1866666666667,1792.32,2027.62,1766.915
1472-684X,1699.5771428571427,1642.3424999999997,1509.3572727272729,1696.0216666666668,1750.032142857143,1813.48
1750-1326,2037.9239999999998,1812.0,2071.3655555555556,2070.8166666666666,1673.32,2159.05
2048-7010,1723.67,1836.6100000000001,2320.56,2023.6149999999998,,
1176-6328,2002.2,2057.1400000000003,1847.04625,1703.1875000000002,2061.0474999999997,2128.0
1007-9327,1547.358333333333,2177.69,2109.2549999999997,2316.635,,2231.05
1314-2003,2358.245,843.3549999999999,575.0266666666668,1782.26,1013.8800000000001,812.0
2168-9776,,,,,,
2332-2632,,,,,,
2375-4494,1028.205,,,,,
1948-5182,,802.0,,1223.0,,
2167-8359,426.66142857142853,523.1414814814814,900.675283018868,916.6242105263158,1055.4876744186047,1076.100303030303
1940-0829,263.32,229.98,473.62,618.605,664.7066666666667,
1936-2625,1357.6566666666668,,1582.0,,,
1861-2121,178.5,,218.01,,,
2160-0473,985.92,,,,627.1,
1945-3116,864.82,905.72,855.92,,,
2156-5570,280.77500000000003,270.045,295.69,,,
2169-3536,1654.4633333333334,1498.5094285714285,1516.1444117647059,1617.2213207547175,1521.2277868852461,1577.4929310344828
1618-0747,706.86,289.0,,349.86,,
2352-1791,650.1333333333333,628.075,668.8533333333334,728.4533333333334,742.32,880.0
1751-7915,2190.480833333333,1959.75,1886.6605555555554,1958.0559999999998,1901.777142857143,2032.48
2052-2975,1062.50125,779.8666666666667,329.60062500000004,585.3066666666667,,1479.61
2211-2863,,,,,,
0893-3952,,3846.15,,,,
2314-7156,1532.7333333333333,1535.6385714285714,1719.3083333333334,1683.96,1940.8200000000002,2018.68
1758-2946,1539.7166666666665,1606.49,1505.2963636363636,1518.0555555555557,1774.3259999999998,1652.1166666666668
1757-6512,1623.0333333333335,1591.6783333333333,1665.0558333333336,1697.052857142857,1783.027142857143,1879.8266666666666
0039-8691,438.0,,,,,
2352-0477,,,1247.0,1461.8400000000001,,1440.025
2196-0763,1036.3899999999999,1339.87,838.68,,947.76,1274.75
2090-1976,,853.0,1142.84,1048.0,,
1476-9255,1604.2233333333334,1799.4533333333336,1713.4233333333334,1694.8,,
2045-7022,1894.3866666666665,1399.5125,1544.14,,1856.26,1609.6733333333334
2047-2382,,1745.7533333333333,1803.73,1808.4950000000001,,
2052-1839,1474.38,,1662.16,,,
2193-2697,,,818.04,,1649.44,
1742-4933,1529.4399999999998,1568.5639999999999,,1661.24,2345.0,1973.02
2213-7467,238.0,348.1,1055.0,952.0,1255.0,938.72
0963-6897,,2256.895,2691.64,1620.915,1754.565,
2167-1044,,,1946.1,,,
0974-276X,239.09,2243.33,,,,
2156-8553,,,,,,
1857-7431,,,,,,
2199-188X,,,,,,
2156-8359,,,,,,
2156-7085,1236.6376923076923,1852.49375,1934.8966666666668,2115.1872,1828.4152631578947,1759.24
2161-0398,,,,,,
2050-2966,,,,,,
1726-5479,1047.2,,,,,
1942-2466,1729.7333333333336,1600.8000000000002,1510.525714285714,1359.434,1582.6015384615384,1431.78
1687-4110,991.49,1490.25,1644.4383333333335,1768.9924999999998,1436.2733333333333,
1684-9965,200.8125,195.91727272727275,240.10133333333332,252.07000000000002,229.27666666666667,256.36
0025-7974,1399.4014285714286,1565.4195238095238,1572.3225000000002,1563.6613333333335,1696.2755000000002,1644.4188461538458
1929-073X,1932.0,1519.5749999999998,1588.39,1683.1,2004.75,
1617-9625,1184.0,1513.2,,,1999.2,
2196-288X,,565.25,,,,
2213-5979,,1610.0,1610.39,1519.1166666666668,1592.38,1845.0
1927-7318,272.75,,,,,
0860-021X,150.0,,,,,266.8
2277-9655,83.975,,,,,
1876-6102,2084.793103448276,,,,,
1613-0073,350.0,,,,,
2075-4701,674.6949999999999,1062.67,898.8614285714285,917.717037037037,1157.6702040816328,1392.7591428571432
1549-1277,2548.959,2683.1339999999996,2938.4690697674423,2796.2425925925922,2782.062727272727,2550.054
2304-8158,297.0,267.66,436.67625,409.7371428571429,756.6561538461538,1373.5140384615386
2076-2615,483.94,476.46500000000003,650.0,743.4511111111111,890.4793181818181,1423.814411764706
2297-6485,150.0,,,,,
2150-7511,2320.3472222222217,2635.8870588235295,2500.8876,2547.9718181818184,2757.2285714285717,2897.3933333333334
2047-9980,1555.565,1389.9118750000002,1542.623,1560.7018181818182,1758.7733333333333,1773.93
2155-9562,,,579.53,,,
1178-2234,,,,,,
2046-6390,1387.871875,1448.2493749999999,1465.8383999999999,1439.3474999999999,1409.9345454545453,1521.624
1537-744X,707.2633333333333,942.86,,,,
1472-6823,1306.99,1693.2666666666667,1679.72,1636.09,1797.0900000000001,1842.0375
0975-900X,,,,,,
1949-8470,,,,,,
1177-5467,1632.68,1822.3400000000001,1987.3,,1882.58,
2083-6473,,,,,,
1476-5586,1998.49,2809.5575,2644.94,3402.03,2588.1124999999997,
1756-994X,2247.9942857142855,2154.396666666667,2167.0533333333337,2145.685,2676.965,3490.0
0449-3060,1480.6766666666665,1487.5,1250.0,1187.5,1487.5,
1687-966X,1146.105,1689.288181818182,1982.0344444444443,1908.131666666667,1786.0149999999999,
1475-2867,1785.0,1785.0,,1689.375,1862.42,2065.83
2325-4394,599.31,,688.5,,,
2055-5822,1707.16125,1832.6,1951.6,1836.3627272727274,2164.5642857142857,2221.8064705882352
2352-9067,1570.8,2621.9625,,2955.8266666666664,1982.47,2438.4139999999998
2090-6951,275.73,,,,,
1664-5464,1297.71,1568.08,934.53,1671.5,1327.4250000000002,1681.38
1076-1551,1663.8,1941.1,,,,2002.18
2279-9028,476.0,,,,532.495,
2313-6065,595.0,,,,,
2320-0189,617.61,,,,,
2183-3869,59.5,,,,,
2056-6387,2000.0,3300.0,3044.0440000000003,2957.948571428572,2165.0125,2790.0
2296-4185,1128.73,1379.1525,1693.2542857142857,1516.2944444444445,1659.7957142857147,1925.0064864864867
2296-701X,1053.495,1511.3781818181815,1551.4883333333335,1498.7885714285715,1575.5281818181818,1653.6652
2041-7136,1134.66,1105.0,1171.038,,1503.9250000000002,
2211-3207,1559.705,1929.0533333333333,1724.7233333333334,1884.5988888888892,1639.815,
2090-908X,895.15,643.08,,,,1004.06
1947-3818,435.46,,,,729.38,
2183-2463,543.78,673.7475,989.29,933.4799999999999,975.7112500000001,750.0918181818182
1229-845X,1072.55,,851.08,1496.8899999999999,100.0,
1744-4292,2960.042857142857,2455.903333333333,3121.4876923076927,3241.33875,2889.532,3818.7400000000002
2328-9503,1820.75625,1603.444,1872.747,2009.8018181818186,2238.490909090909,2077.405714285715
1472-6769,,,,,,
1475-4924,,,,,,
1949-8462,805.51,,,,,
1838-7640,1169.27,1433.4275,1878.0200000000002,1783.7588235294118,2039.704444444444,1790.798
2165-9370,631.19,377.41,,,,
2348-9820,791.91,,,,,
2373-4426,1086.68,,,,,
2090-195X,845.32,,,,,
1827-1987,278.175,547.5,,,750.0,750.0
1662-6575,779.13,,,861.7075,891.67,908.4392307692307
2329-7778,1657.98,1984.3,1780.0,1936.62,1776.0057142857145,1617.44
0973-709X,171.0,,,,,
2090-6757,324.06,419.5,405.73,,630.425,590.085
1664-5456,1418.7466666666667,,,,,
2296-2646,1176.0925,1684.2025,1575.035,1585.4535714285716,1724.5337142857143,2021.2196000000001
2296-889X,1222.982,1662.4450000000002,1616.2810000000002,1258.095,1570.4664705882353,1887.3333333333333
2296-9144,1079.3133333333333,1534.3139999999999,935.4233333333333,973.0047999999999,1006.6754545454546,1340.381875
2296-858X,1192.1950000000002,1775.37,1470.7133333333334,1479.7726666666667,1589.8329999999999,1794.4325000000001
2049-0801,642.6724999999999,509.3379999999999,902.9083333333333,931.7850000000001,664.385,1299.2
2405-5808,488.66499999999996,,673.0,1689.46,,
1092-9088,496.23,,,,,
2211-5463,1418.4524999999999,1148.8428571428572,1149.6349999999998,1271.503333333333,1338.3584615384616,1413.27
2365-7154,480.0,,,400.0,,
1929-0748,1936.1899999999998,1920.5300000000002,1837.473846153846,1610.7163636363637,1761.4424999999999,1752.9187499999998
2214-4269,1264.0533333333333,1422.7933333333333,1601.25,,1796.9,1521.02
2055-4788,1661.24,,,,,
0281-3432,729.185,536.6128571428571,1200.0,1500.0,1148.49,1500.0
1176-9092,1885.7533333333333,1868.76,1982.1030000000003,1943.6014285714282,1899.8183333333334,1974.0
1756-6614,1434.6399999999999,,,,,
2052-6687,1594.6,1642.6100000000001,,,,
1923-869X,298.99,,,,,
1018-9068,100.0,,,,,
1697-2600,400.0,393.39,364.4633333333333,296.695,300.0,1070.1633333333332
2296-875X,1494.06,1419.8975,1235.71,1218.45,1727.4766666666667,1863.917777777778
1348-6535,761.41,,,,,
2296-8016,1059.49,1530.9933333333336,1420.674,1560.5480000000002,1822.478888888889,2033.5411111111114
1869-9529,1001.64,1146.1608333333334,1612.15875,1769.4833333333333,2072.3452380952376,1976.9019047619045
1812-0784,967.8720000000001,998.4166666666666,1476.0,1570.335,1390.0928571428572,1363.8542857142857
2214-5818,904.5033333333334,,1640.5050000000003,1824.1419999999998,1550.0,1749.0
1471-2342,1592.4057142857143,1702.4011111111113,1755.4724999999999,1646.4240000000002,1752.96,1780.24
2309-012X,423.79,,,,,
1878-9293,1326.1899999999998,1494.0725,1553.4718181818184,1558.4824999999998,1815.69625,1159.0
2090-6579,344.86,,,,,
1546-0096,1681.575,1674.7575,1387.845714285714,1661.24,2208.235,
2331-1908,1353.51,942.035,1131.8166666666666,773.0550000000001,1383.766,866.44
1687-806X,500.0,1059.7,1338.0,,,
2072-6694,713.16,,696.9914285714286,719.079,1298.5009395973154,1808.659268292683
2328-4277,1314.0,1455.205,1402.8583333333333,1241.5874999999999,1306.6655555555556,1240.2833333333333
1468-6996,1486.2,1185.9180000000001,1194.9857142857143,1066.46,,1272.0
2296-598X,1839.95,1511.23,1621.63,1456.4946153846154,1822.445714285714,1638.1344444444444
2351-9894,566.67,1428.9433333333334,1313.295,1439.788,1569.7491666666665,1626.8745454545453
2162-2531,2279.3333333333335,2847.8175,2821.933,2619.617142857143,2025.3700000000001,
2052-4463,1033.69625,1276.9599999999998,1188.6535999999999,1367.2867857142853,1545.4054166666665,1682.017777777778
2378-0967,,1382.7875,1353.3125,1741.8919999999998,1905.8242857142857,1811.3500000000001
1758-0463,,1239.5812500000002,1147.79,1372.895,1290.712857142857,1529.0
2046-2441,1700.2307692307695,1495.8148571428574,1488.1836842105265,1631.31,1702.7666666666664,1440.0
2414-3146,,111.17125,120.26142857142858,135.58700000000002,164.32142857142858,222.95666666666668
2375-2548,2005.5321428571428,2590.159130434783,3279.9459493670884,3622.15309090909,3620.7174285714286,3464.567692307692
2052-4897,2581.34,2343.473333333333,1890.61,1649.68,2383.03,2678.705
1754-6834,1887.8025,1873.23875,1806.8685185185186,1975.2466666666664,1846.9586666666664,2081.0914285714284
1790-045X,1708.84,2067.63,,1832.6,,
1176-9106,2051.59,1745.5983333333334,1810.0414285714285,1875.76875,2008.0366666666666,
1176-9114,1922.4930769230773,2255.095,1814.0318181818182,1855.085,2115.6557142857146,1841.18
1869-215X,730.82,1285.8266666666666,1606.5,1790.63,,
2073-4352,568.9,790.3166666666666,855.9672727272726,751.1838461538462,1010.99,1315.5568965517239
1313-2970,355.1485714285714,754.89375,624.87,638.047,721.259,720.7866666666667
2224-5758,,173.36,,,,
2045-3701,1406.915,1720.62,,1661.24,1661.24,
2198-5634,598.24,496.13,624.75,,,
1869-9537,942.48,1350.0,1266.12,,,
2352-2143,400.11,,,,,
2165-3852,518.46,,,407.0,587.15,
2010-3689,241.485,,,,,
2164-0386,727.58,,,600.0,,
2327-5073,1247.585,,,,,
2042-0064,651.065,737.39,,,,
2115-7251,467.5825,700.0,816.04,879.2633333333333,1071.0,864.0
1303-2968,1071.0,1451.47,,1595.0,1697.2540000000001,1785.0
2212-8778,1916.2050000000002,1921.27,2129.871818181818,2243.57,2207.548,1788.075
2223-7747,296.05,281.18,386.16499999999996,458.82,652.165,1515.473125
2169-7574,1057.38,1598.1275,1803.163,2185.9825,1891.69,1555.43
1433-7266,547.5,595.0,597.6175000000001,595.0,598.3733333333333,590.0
1472-6874,1569.77875,1600.5033333333333,1641.89,1609.7763636363636,1744.586,
2045-3329,1382.625,,1802.325,1661.24,,
1939-4551,1856.4499999999998,1698.6599999999999,1785.0,1932.7842857142857,2247.995,1999.81
1687-4714,714.0,,1190.0,,,
1750-9378,1733.08,,,,,
0550-3213,174.99,221.66,1320.2,,1008.14,
0370-2693,174.99,221.66,,1170.05,1008.14,
1434-6044,1985.1599999999999,221.66,1320.2,1170.05,1008.14,
1029-8479,640.9399999999999,221.65999999999997,1320.2000000000003,1170.0499999999997,1008.1399999999999,
2296-2360,1208.365,1213.545,1392.8780000000002,1664.8990000000001,1759.7434615384616,1992.3021739130434
2193-8636,999.6,,,,,
0953-4180,1490.1499999999999,1355.14,1693.74,,1628.98,
2155-6156,,4071.6,2719.0,,,
2161-4717,,,,,,
2158-3188,3569.312380952381,2813.989,3151.428125,3135.4118421052635,3155.6294117647058,2667.805555555555
1687-5176,936.0,928.2,987.22,1000.0866666666667,,
2169-0111,,,,,,
2213-2317,372.71500000000003,1258.115,1774.118,1925.3866666666665,2502.9783333333335,1855.7366666666667
2164-7844,1006.325,1049.14,,,1168.435,
1757-1693,1798.08,1952.97125,1893.4966666666667,1981.5516666666665,1933.3,1747.225
1099-4300,1105.577142857143,1234.8563636363635,1317.4087096774192,1176.3843478260867,1248.736285714286,1277.9848
2165-7912,651.37,,,,,
1751-0473,1802.94,,,,1538.25,
2150-4091,,1121.86,1245.79,,,
1753-4259,,562.72,,,759.5,1435.36
1347-9032,1806.75,,,,1570.8,1570.8
0390-6078,1332.5520000000001,1521.502,1247.2013636363636,1307.5421428571428,1529.51875,1871.263333333333
2075-4450,446.91499999999996,,499.36400000000003,491.46000000000004,955.641,1095.5894444444443
2213-6711,2870.6510000000003,3104.435,3378.4160869565226,3169.1636842105263,3323.8824999999997,2374.4300000000003
2156-6976,1228.125,1669.06,1598.0,1744.26,,
1085-3375,524.6388461538461,717.52,902.5125,572.06,,
1335-0552,125.0,300.0,,,,
1176-9343,985.785,1061.8033333333333,1416.03,591.41,,
0065-1583,,,,,300.0,
1475-9276,1632.1414285714286,1648.8125,1763.525,1682.7575,2283.9357142857143,1914.0774999999999
1477-3155,1589.9333333333332,1970.33,1706.2937499999998,1387.83,1819.5225,2714.5
0166-0616,1000.0,1210.0,1200.0,1223.3333333333333,,
1680-7340,370.20000000000005,539.6,180.0,270.3954545454545,365.16461538461533,495.0433333333333
1083-589X,604.17,,,,,
2218-273X,339.51250000000005,332.6,597.9100000000001,441.4783333333334,895.7892307692308,1417.7071739130436
2075-1729,345.0,497.1,573.4133333333333,868.6299999999999,534.33,1176.08
2077-1444,299.315,,345.01,,570.2083333333334,865.8516666666668
2197-7909,954.1800000000001,,,861.6,861.6,
2197-7364,1199.25,1136.6333333333334,1403.785,1390.28,1377.5933333333332,1581.1999999999998
0308-1079,1806.0,,,,,
1842-3582,300.0,,,,,
2166-4919,423.99,,,,,
1947-394X,1015.22,,859.2544444444443,917.6666666666666,925.67,
2163-0429,424.44,,,,,
2161-119X,,,,,,
0862-8408,,590.198,522.3557142857143,757.085,868.3380952380952,
1876-5254,,,,,,
1874-3250,,,,,,
2045-824X,,,,,753.62,
2090-214X,,,,1047.9,,
2090-1747,,,,,,
1687-8337,,1632.09,1902.18,1754.5275000000001,,1693.02
2314-6745,1328.015,1331.682,1922.2959999999998,1799.875,1995.095,
2296-665X,1524.215,1614.8966666666668,1315.68875,1689.126818181818,1611.9016666666669,1594.4475000000002
2332-7812,1773.22,3142.125,2211.616,2116.5725,2659.4275,1765.1519999999996
2410-5171,247.9,,,,,
2090-1305,830.745,903.42,1068.4,,,
2391-5463,1428.0,,,1815.0,1666.0,
1923-4155,303.28,,,,,
1528-8277,286.99,,,,,
2320-0243,344.42,,,,,
2193-0066,589.05,,,,,818.775
2165-7904,1992.46,,,,,
2380-1646,561.25,,,,,
2197-3644,780.26,,,,,
2352-1872,1381.6399999999999,1272.08,886.15,1332.2,1439.875,1473.2
2053-3624,2411.0091666666667,2167.6487500000003,1878.041111111111,1863.6342857142856,1943.914,2378.06
1476-0711,1661.24,,,,,
2050-3385,2015.6433333333334,1986.5833333333333,1505.22,,,
1755-1536,1999.243333333333,450.0,,,,
1480-9222,1899.24,1909.56,1849.41,,2345.0,
2393-9060,769.64,97.45,,,,
1916-971X,283.44,,,,,282.5
2372-0980,860.98,,,,,1187.2
1613-9216,100.0,150.0,,,,
2055-1169,724.78,,,,,
2314-6966,,878.34,,,,
2072-666X,961.945,866.49,958.762,909.285,1017.835625,1317.856666666667
2155-9589,1131.0,,,,,
2161-7384,,,,,,180.0
1024-123X,563.3703571428571,2012.4699999999998,1635.5525,1763.0,1340.37,2093.7133333333336
2164-2583,,167.5,,,,
2073-4336,,,505.245,,436.695,991.8366666666667
1536-2442,789.0,935.4725,870.0,952.65,,1696.5866666666668
2381-7313,217.09,,,,,
2055-0928,1676.6100000000001,1700.8,1721.6499999999999,1757.2649999999999,1507.8725,
2052-3211,1615.43,1851.04,,1634.8,1870.0,1714.58
1478-4505,1483.0033333333333,1913.2628571428572,1790.2933333333333,1838.4389999999999,1800.19,2755.9
1687-8876,,,,,,
1026-714X,,,,,,
1312-885X,,,570.21,,,
1475-2891,1627.9166666666667,1867.8999999999999,1729.7675,2020.5033333333329,1742.1425,2013.76
1198-0052,,,,,,
2307-0064,,,,,,
2090-6706,,462.02,,505.57,,
1475-925X,1584.8392307692304,1580.2257142857143,1396.0,1635.114,1507.0866666666668,
1687-4188,,897.18,975.7166666666666,1039.16,1107.53,
1687-8132,1686.83,1928.8579999999997,1873.3120000000004,1998.5739999999998,1981.345,1674.49
2164-3032,,642.64,,,,
2090-6404,,445.87,,,,
1916-0208,1481.49,1649.49,1656.18,1661.24,,
1744-859X,1761.795,,1837.4,1596.0,2025.82,
2197-2567,400.0,314.2857142857143,320.0,600.0,537.7333333333333,587.1538461538462
2231-0614,124.28,,,,,
1758-9193,1750.52,1549.802857142857,1766.2733333333333,1604.4522222222222,1671.5379999999998,2326.365
2192-5372,799.68,842.52,,762.52,915.37,1146.8
2330-7803,714.03,,,,,
2050-4527,1377.8166666666666,1192.5939999999998,1344.898,1864.83,1444.775,1228.1100000000001
2052-4439,2329.6666666666665,2245.995,1834.6528571428573,2083.71625,1956.2416666666668,1906.96
1758-2652,2092.75,1809.8,2369.8177777777773,2262.6630769230765,2077.035,2315.2766666666666
2352-3964,3160.8049999999994,2938.968571428571,2900.5,3241.244210526316,3065.5011111111107,
2055-1010,3731.1475,1978.1975000000002,1597.8066666666666,1540.7833333333335,,
2324-9269,1506.0333333333335,981.7950000000001,1355.1399999999999,1201.1225,1428.845,1410.2066666666667
0160-9289,2023.2,1721.55,,,1808.8,1883.25
1369-6513,2632.885,1375.9433333333334,1504.6192857142858,1558.195714285714,2020.5366666666669,2041.1275
1054-8807,2676.03,,,,,
1000-9361,2699.93,,,,,
2040-1116,2751.55,,,,,2295.0
2376-7839,1421.67,2625.7914285714287,1818.0227272727273,2317.462857142857,1907.2483333333337,
2058-4601,1009.0,670.44,811.73,703.45,757.765,
2157-9024,2800.0,3796.236666666666,3142.228333333334,2988.58,3063.84,
2162-5786,658.0,,,,,
1846-579X,500.0,,400.0,,,
2090-1992,,,,,,
1916-9655,,,,,,
1357-714X,,715.9533333333334,,,809.35,
1234-1010,,,2045.51,,2220.59,
1712-8358,,,,,,
1687-6369,,,,1061.43,,
2162-0660,,,,,,
1758-5996,1595.55,2254.8050000000003,1723.12,,,1847.0
1874-3129,,,,,,
1179-1608,,,1882.58,1882.58,,1948.8
2195-0083,,,,,,
1729-8806,960.0,720.0,,1214.935,936.405,1232.3233333333333
2155-9899,,1907.07,,,,
2090-6382,,,,,,
2090-6994,,,,,,
1687-5893,,903.34,,1056.0,,
1179-5549,,,,1897.38,,
1687-6121,1002.97,1290.315,1481.7649999999999,1838.9699999999998,2029.2166666666665,1827.935
1420-4096,1528.5,1687.935,1935.9175,2088.9599999999996,2029.1299999999999,2099.733333333333
2211-2839,,,1606.57,,,
1083-6489,,,,,,
2161-1122,,,,,,
1177-889X,1899.3833333333332,2005.2275,2132.5666666666666,1883.5900000000001,1950.4099999999999,1988.8799999999999
2073-4409,511.81,460.0,542.30125,601.5527272727273,1305.011621621622,1694.42
2062-509X,653.31,514.245,,549.0,714.0,714.0
1522-4821,862.57,1915.91,,,,
2379-6375,632.29,,,,,
2314-7326,849.04,,2028.95,,,
2168-975X,1488.355,,,,,
2375-7965,1785.84,,2011.59,,,
2199-1006,922.0,848.93,,,,
2363-9555,815.62,,,,,
2049-2618,1838.59,1816.532,1667.3369230769229,1845.9983333333332,1820.486,
1023-5809,1537.075,675.6,1241.76,969.3,1391.8400000000001,2000.0
1810-6528,,,,,,
2190-4987,,1329.2,1083.0,1498.4135714285715,1515.4337500000001,1895.0374999999997
1866-3508,,,,,,
1992-0628,214.0,,238.79333333333332,220.91333333333333,381.82,
2199-3963,138.24,,,,,
2045-5380,2355.35,,,,,
1472-6955,1936.7033333333336,1662.6716666666664,1508.364,1566.574,1771.2600000000002,1521.0
1180-4882,1148.5566666666666,1310.9450000000002,1670.11,1850.0,1814.0220000000002,
1878-0067,1756.4925,1599.0600000000002,1682.3020000000001,1892.0633333333333,1688.395,1544.1666666666667
1949-1042,692.25,843.4399999999999,797.2066666666666,1454.0985714285714,1544.9650000000001,
2044-5385,1734.7857142857142,1425.92,1443.46375,2007.5,1225.7,
2053-9711,,,709.51,,,
1750-2640,,1516.323333333333,1597.055,1942.73,,2295.0
2328-5672,,,,,,
2352-8532,1581.33,1650.1866666666665,1448.5575,1596.8033333333333,1578.28,2111.5
2213-0578,790.67,,,672.79,,
2051-6673,1868.62,,1192.0,,1622.86,1640.3
2161-1459,1397.13,,,,,
0378-1844,,,,,,
